timestamp_ms,model_name,cpu_cores,gpu_mode,cuda_available,gpu_name,mem_cap_gb,batch_size,max_length,input_len_tokens,repeat_idx,warmup,latency_ms,tokens_per_s_est,idle_power_w,avg_power_w,peak_power_w,energy_j,status,error
1770004676224,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,4,on,True,Tesla V100S-PCIE-32GB,8,1,4096,4096,3,0,529.917,7729.505,54.651,180.648,212.997,94.500977,ok,
1770004677770,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,4,on,True,Tesla V100S-PCIE-32GB,8,1,4096,4096,4,0,533.48,7677.89,51.969,178.045,197.784,91.57768,ok,
1770004686198,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,3,on,True,Tesla V100S-PCIE-32GB,6,1,256,256,0,0,44.039,5813.059,39.839,23.782,47.564,0.539637,ok,
1770004687257,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,3,on,True,Tesla V100S-PCIE-32GB,6,1,256,256,1,0,44.214,5790.051,39.589,23.907,47.815,0.54358,ok,
1770004688313,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,3,on,True,Tesla V100S-PCIE-32GB,6,1,256,256,2,0,43.58,5874.279,39.563,24.391,48.782,0.553598,ok,
1770004689368,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,3,on,True,Tesla V100S-PCIE-32GB,6,1,256,256,3,0,42.975,5956.959,39.379,26.373,52.745,0.597521,ok,
1770004690432,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,3,on,True,Tesla V100S-PCIE-32GB,6,1,256,256,4,0,43.442,5892.849,39.159,24.6,49.199,0.558782,ok,
1770004698354,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,3,on,True,Tesla V100S-PCIE-32GB,6,1,512,512,0,0,56.079,9129.992,43.278,61.969,102.055,3.088659,ok,
1770004699436,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,3,on,True,Tesla V100S-PCIE-32GB,6,1,512,512,1,0,56.514,9059.736,42.063,62.279,102.811,3.072242,ok,
1770004700516,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,3,on,True,Tesla V100S-PCIE-32GB,6,1,512,512,2,0,55.896,9159.861,42.205,62.943,102.644,3.139505,ok,
1770004701596,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,3,on,True,Tesla V100S-PCIE-32GB,6,1,512,512,3,0,55.865,9164.943,42.178,63.009,102.406,3.170198,ok,
1770004702678,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,3,on,True,Tesla V100S-PCIE-32GB,6,1,512,512,4,0,55.691,9193.507,42.172,64.646,103.569,3.274823,ok,
1770004710603,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,3,on,True,Tesla V100S-PCIE-32GB,6,1,768,768,0,0,69.692,11019.895,50.507,98.987,155.223,5.119768,ok,
1770004711693,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,3,on,True,Tesla V100S-PCIE-32GB,6,1,768,768,1,0,69.362,11072.357,51.255,108.322,153.785,8.069689,ok,
1770004712794,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,3,on,True,Tesla V100S-PCIE-32GB,6,1,768,768,2,0,69.369,11071.177,48.488,97.04,158.081,4.912519,ok,
1770004713875,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,3,on,True,Tesla V100S-PCIE-32GB,6,1,768,768,3,0,69.706,11017.746,51.207,106.985,154.311,8.1808,ok,
1770004714981,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,3,on,True,Tesla V100S-PCIE-32GB,6,1,768,768,4,0,69.913,10985.021,48.617,110.233,157.178,8.288739,ok,
1770004723076,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,3,on,True,Tesla V100S-PCIE-32GB,6,1,1024,1024,0,0,90.079,11367.761,54.946,130.343,189.83,9.675514,ok,
1770004724187,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,3,on,True,Tesla V100S-PCIE-32GB,6,1,1024,1024,1,0,89.733,11411.647,56.683,135.667,195.837,10.079447,ok,
1770004725285,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,3,on,True,Tesla V100S-PCIE-32GB,6,1,1024,1024,2,0,90.427,11324.091,56.528,131.639,192.79,9.757724,ok,
1770004726389,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,3,on,True,Tesla V100S-PCIE-32GB,6,1,1024,1024,3,0,89.326,11463.609,57.257,135.105,193.797,10.036386,ok,
1770004727492,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,3,on,True,Tesla V100S-PCIE-32GB,6,1,1024,1024,4,0,90.158,11357.87,55.575,129.105,187.712,9.583465,ok,
1770004735636,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,3,on,True,Tesla V100S-PCIE-32GB,6,1,1280,1280,0,0,112.462,11381.642,53.183,145.889,197.003,14.270017,ok,
1770004736775,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,3,on,True,Tesla V100S-PCIE-32GB,6,1,1280,1280,1,0,110.105,11625.313,56.511,155.053,213.402,16.119928,ok,
1770004737901,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,3,on,True,Tesla V100S-PCIE-32GB,6,1,1280,1280,2,0,113.12,11315.433,51.493,143.634,192.074,14.58945,ok,
1770004739026,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,3,on,True,Tesla V100S-PCIE-32GB,6,1,1280,1280,3,0,112.029,11425.605,53.635,148.301,197.129,14.984128,ok,
1770004740152,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,3,on,True,Tesla V100S-PCIE-32GB,6,1,1280,1280,4,0,110.425,11591.604,55.801,153.296,206.941,15.206999,ok,
1770004748293,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,3,on,True,Tesla V100S-PCIE-32GB,6,1,1536,1536,0,0,150.917,10177.776,57.371,160.239,199.291,23.461925,ok,
1770004749472,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,3,on,True,Tesla V100S-PCIE-32GB,6,1,1536,1536,1,0,151.53,10136.605,55.898,161.025,200.986,25.918274,ok,
1770004750651,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,3,on,True,Tesla V100S-PCIE-32GB,6,1,1536,1536,2,0,152.416,10077.667,52.606,158.126,194.337,22.92866,ok,
1770004751826,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,3,on,True,Tesla V100S-PCIE-32GB,6,1,1536,1536,3,0,151.712,10124.466,55.673,160.185,197.948,23.682938,ok,
1770004753002,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,3,on,True,Tesla V100S-PCIE-32GB,6,1,1536,1536,4,0,152.5,10072.121,53.91,156.421,193.189,23.094627,ok,
1770004761187,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,3,on,True,Tesla V100S-PCIE-32GB,6,1,1792,1792,0,0,179.878,9962.308,55.054,158.674,193.789,27.156653,ok,
1770004762393,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,3,on,True,Tesla V100S-PCIE-32GB,6,1,1792,1792,1,0,179.706,9971.838,54.359,161.367,196.781,27.384743,ok,
1770004763584,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,3,on,True,Tesla V100S-PCIE-32GB,6,1,1792,1792,2,0,178.881,10017.81,56.596,162.728,202.895,28.265753,ok,
1770004764781,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,3,on,True,Tesla V100S-PCIE-32GB,6,1,1792,1792,3,0,179.893,9961.476,55.945,162.772,200.423,27.979498,ok,
1770004765979,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,3,on,True,Tesla V100S-PCIE-32GB,6,1,1792,1792,4,0,178.63,10031.93,55.801,164.446,201.141,27.97504,ok,
1770004774494,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,3,on,True,Tesla V100S-PCIE-32GB,6,1,2048,2048,0,0,207.981,9847.037,56.86,167.829,204.626,33.200839,ok,
1770004775707,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,3,on,True,Tesla V100S-PCIE-32GB,6,1,2048,2048,1,0,207.521,9868.871,55.001,166.483,201.364,32.486934,ok,
1770004776937,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,3,on,True,Tesla V100S-PCIE-32GB,6,1,2048,2048,2,0,209.781,9762.565,51.274,166.056,194.96,32.723047,ok,
1770004778166,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,3,on,True,Tesla V100S-PCIE-32GB,6,1,2048,2048,3,0,210.917,9709.97,51.693,151.937,195.161,34.324453,ok,
1770004779431,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,3,on,True,Tesla V100S-PCIE-32GB,6,1,2048,2048,4,0,208.355,9829.38,49.985,170.068,202.765,36.82654,ok,
1770004787994,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,3,on,True,Tesla V100S-PCIE-32GB,6,1,2304,2304,0,0,249.068,9250.503,53.811,167.044,194.673,40.476357,ok,
1770004789264,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,3,on,True,Tesla V100S-PCIE-32GB,6,1,2304,2304,1,0,243.907,9446.206,55.369,169.869,203.448,40.907275,ok,
1770004790524,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,3,on,True,Tesla V100S-PCIE-32GB,6,1,2304,2304,2,0,242.139,9515.201,50.838,173.462,199.631,41.924184,ok,
1770004791787,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,3,on,True,Tesla V100S-PCIE-32GB,6,1,2304,2304,3,0,242.427,9503.888,54.756,172.841,211.149,42.158672,ok,
1770004793066,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,3,on,True,Tesla V100S-PCIE-32GB,6,1,2304,2304,4,0,243.094,9477.826,51.666,172.194,201.587,41.604856,ok,
1770004801829,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,3,on,True,Tesla V100S-PCIE-32GB,6,1,2560,2560,0,0,269.806,9488.311,58.218,171.94,218.012,47.239249,ok,
1770004803127,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,3,on,True,Tesla V100S-PCIE-32GB,6,1,2560,2560,1,0,272.698,9387.669,49.782,163.347,198.667,45.12958,ok,
1770004804457,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,3,on,True,Tesla V100S-PCIE-32GB,6,1,2560,2560,2,0,274.019,9342.418,48.816,173.995,199.343,46.708789,ok,
1770004805757,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,3,on,True,Tesla V100S-PCIE-32GB,6,1,2560,2560,3,0,271.515,9428.572,55.617,174.44,212.944,46.975086,ok,
1770004807046,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,3,on,True,Tesla V100S-PCIE-32GB,6,1,2560,2560,4,0,270.468,9465.067,54.487,174.855,216.48,46.501257,ok,
1770004815747,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,3,on,True,Tesla V100S-PCIE-32GB,6,1,2816,2816,0,0,317.326,8874.153,54.035,171.845,196.826,54.464691,ok,
1770004817081,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,3,on,True,Tesla V100S-PCIE-32GB,6,1,2816,2816,1,0,317.764,8861.915,51.339,174.911,196.884,57.348848,ok,
1770004818425,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,3,on,True,Tesla V100S-PCIE-32GB,6,1,2816,2816,2,0,318.384,8844.674,49.567,175.557,200.282,54.832491,ok,
1770004819772,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,3,on,True,Tesla V100S-PCIE-32GB,6,1,2816,2816,3,0,316.718,8891.201,50.946,176.727,199.907,55.051311,ok,
1770004821118,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,3,on,True,Tesla V100S-PCIE-32GB,6,1,2816,2816,4,0,317.524,8868.629,52.014,174.161,201.153,56.31017,ok,
1770004830106,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,3,on,True,Tesla V100S-PCIE-32GB,6,1,3072,3072,0,0,357.379,8595.923,57.042,173.506,205.406,61.899002,ok,
1770004831494,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,3,on,True,Tesla V100S-PCIE-32GB,6,1,3072,3072,1,0,359.507,8545.039,53.704,176.235,202.895,64.184053,ok,
1770004832885,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,3,on,True,Tesla V100S-PCIE-32GB,6,1,3072,3072,2,0,359.298,8549.995,50.698,176.882,199.23,63.519956,ok,
1770004834274,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,3,on,True,Tesla V100S-PCIE-32GB,6,1,3072,3072,3,0,358.083,8579.011,50.628,170.332,198.917,62.608628,ok,
1770004835689,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,3,on,True,Tesla V100S-PCIE-32GB,6,1,3072,3072,4,0,357.121,8602.138,54.002,178.155,211.853,64.190242,ok,
1770004844631,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,3,on,True,Tesla V100S-PCIE-32GB,6,1,3328,3328,0,0,403.049,8257.051,53.53,176.811,197.049,71.156116,ok,
1770004846065,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,3,on,True,Tesla V100S-PCIE-32GB,6,1,3328,3328,1,0,402.739,8263.41,51.9,177.904,198.133,71.395807,ok,
1770004847494,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,3,on,True,Tesla V100S-PCIE-32GB,6,1,3328,3328,2,0,401.286,8293.334,54.717,176.809,201.847,69.050008,ok,
1770004848924,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,3,on,True,Tesla V100S-PCIE-32GB,6,1,3328,3328,3,0,403.655,8244.658,51.716,178.08,197.888,71.311084,ok,
1770004850346,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,3,on,True,Tesla V100S-PCIE-32GB,6,1,3328,3328,4,0,401.794,8282.847,55.914,177.474,210.785,70.95444,ok,
1770004859591,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,3,on,True,Tesla V100S-PCIE-32GB,6,1,3584,3584,0,0,439.541,8153.954,58.778,175.286,209.787,77.113116,ok,
1770004861044,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,3,on,True,Tesla V100S-PCIE-32GB,6,1,3584,3584,1,0,443.735,8076.891,49.967,177.956,202.049,78.906832,ok,
1770004862511,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,3,on,True,Tesla V100S-PCIE-32GB,6,1,3584,3584,2,0,440.117,8143.291,55.426,178.594,210.295,77.561947,ok,
1770004863963,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,3,on,True,Tesla V100S-PCIE-32GB,6,1,3584,3584,3,0,444.543,8062.219,50.186,179.249,200.628,79.597352,ok,
1770004865433,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,3,on,True,Tesla V100S-PCIE-32GB,6,1,3584,3584,4,0,440.789,8130.883,53.699,176.82,205.809,80.051212,ok,
1770004874656,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,3,on,True,Tesla V100S-PCIE-32GB,6,1,3840,3840,0,0,476.737,8054.747,55.86,177.177,205.232,82.915562,ok,
1770004876141,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,3,on,True,Tesla V100S-PCIE-32GB,6,1,3840,3840,1,0,474.774,8088.057,57.736,179.032,213.813,84.227514,ok,
1770004877637,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,3,on,True,Tesla V100S-PCIE-32GB,6,1,3840,3840,2,0,474.89,8086.079,56.724,180.358,218.784,87.376891,ok,
1770004879151,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,3,on,True,Tesla V100S-PCIE-32GB,6,1,3840,3840,3,0,479.145,8014.279,49.662,181.183,201.62,85.012079,ok,
1770004880634,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,3,on,True,Tesla V100S-PCIE-32GB,6,1,3840,3840,4,0,477.465,8042.468,53.072,173.652,198.208,85.946514,ok,
1770004890135,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,3,on,True,Tesla V100S-PCIE-32GB,6,1,4096,4096,0,0,529.452,7736.303,55.819,181.36,204.062,96.994798,ok,
1770004891704,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,3,on,True,Tesla V100S-PCIE-32GB,6,1,4096,4096,1,0,532.774,7688.06,49.594,182.102,203.095,97.521941,ok,
1770004893260,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,3,on,True,Tesla V100S-PCIE-32GB,6,1,4096,4096,2,0,532.103,7697.753,50.408,181.493,199.39,94.870797,ok,
1770004894794,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,3,on,True,Tesla V100S-PCIE-32GB,6,1,4096,4096,3,0,531.563,7705.584,58.965,176.921,217.436,92.632705,ok,
1770004896355,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,3,on,True,Tesla V100S-PCIE-32GB,6,1,4096,4096,4,0,531.316,7709.156,56.936,176.96,214.99,96.792242,ok,
1770004904983,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,2,on,True,Tesla V100S-PCIE-32GB,4,1,256,256,0,0,38.536,6643.209,47.013,34.959,69.917,0.795357,ok,
1770004906042,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,2,on,True,Tesla V100S-PCIE-32GB,4,1,256,256,1,0,39.112,6545.291,46.985,35.117,70.234,0.800896,ok,
1770004907107,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,2,on,True,Tesla V100S-PCIE-32GB,4,1,256,256,2,0,38.464,6655.521,47.064,34.255,68.509,0.784853,ok,
1770004908166,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,2,on,True,Tesla V100S-PCIE-32GB,4,1,256,256,3,0,39.44,6490.886,47.122,33.305,66.609,0.767317,ok,
1770004909226,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,2,on,True,Tesla V100S-PCIE-32GB,4,1,256,256,4,0,39.011,6562.292,47.239,36.769,71.82,0.932125,ok,
1770004917253,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,2,on,True,Tesla V100S-PCIE-32GB,4,1,512,512,0,0,50.356,10167.528,56.855,97.909,160.777,4.95022,ok,
1770004918334,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,2,on,True,Tesla V100S-PCIE-32GB,4,1,512,512,1,0,50.072,10225.187,55.093,97.935,160.376,4.865828,ok,
1770004919415,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,2,on,True,Tesla V100S-PCIE-32GB,4,1,512,512,2,0,50.029,10234.105,55.079,98.063,160.335,4.891541,ok,
1770004920497,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,2,on,True,Tesla V100S-PCIE-32GB,4,1,512,512,3,0,49.707,10300.324,55.086,97.874,160.547,4.862048,ok,
1770004921580,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,2,on,True,Tesla V100S-PCIE-32GB,4,1,512,512,4,0,49.498,10343.935,55.011,98.478,161.866,4.888541,ok,
1770004929644,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,2,on,True,Tesla V100S-PCIE-32GB,4,1,768,768,0,0,67.789,11329.299,58.941,112.034,183.341,5.780948,ok,
1770004930725,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,2,on,True,Tesla V100S-PCIE-32GB,4,1,768,768,1,0,67.262,11418.008,58.112,112.73,184.811,5.813871,ok,
1770004931803,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,2,on,True,Tesla V100S-PCIE-32GB,4,1,768,768,2,0,67.176,11432.718,57.944,112.404,185.405,5.726721,ok,
1770004932883,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,2,on,True,Tesla V100S-PCIE-32GB,4,1,768,768,3,0,67.307,11410.363,57.562,110.943,183.564,5.526959,ok,
1770004933962,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,2,on,True,Tesla V100S-PCIE-32GB,4,1,768,768,4,0,68.164,11267.005,58.039,113.646,186.619,5.821752,ok,
1770004942154,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,2,on,True,Tesla V100S-PCIE-32GB,4,1,1024,1024,0,0,89.82,11400.621,58.57,136.935,197.275,10.231507,ok,
1770004943255,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,2,on,True,Tesla V100S-PCIE-32GB,4,1,1024,1024,1,0,90.812,11276.017,55.843,129.178,186.73,9.841041,ok,
1770004944356,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,2,on,True,Tesla V100S-PCIE-32GB,4,1,1024,1024,2,0,89.802,11402.83,57.345,136.844,197.01,10.448041,ok,
1770004945469,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,2,on,True,Tesla V100S-PCIE-32GB,4,1,1024,1024,3,0,91.078,11243.164,55.458,128.927,186.62,9.906792,ok,
1770004946571,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,2,on,True,Tesla V100S-PCIE-32GB,4,1,1024,1024,4,0,89.905,11389.767,57.993,136.617,195.19,11.06445,ok,
1770004954822,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,2,on,True,Tesla V100S-PCIE-32GB,4,1,1280,1280,0,0,114.254,11203.062,52.075,139.611,187.678,14.582843,ok,
1770004955961,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,2,on,True,Tesla V100S-PCIE-32GB,4,1,1280,1280,1,0,111.969,11431.712,54.746,152.859,205.247,16.088643,ok,
1770004957092,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,2,on,True,Tesla V100S-PCIE-32GB,4,1,1280,1280,2,0,111.632,11466.284,55.348,155.222,211.244,15.928498,ok,
1770004958224,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,2,on,True,Tesla V100S-PCIE-32GB,4,1,1280,1280,3,0,113.678,11259.829,52.123,142.57,191.499,14.157334,ok,
1770004959349,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,2,on,True,Tesla V100S-PCIE-32GB,4,1,1280,1280,4,0,112.713,11356.291,54.043,144.921,195.895,14.242092,ok,
1770004967760,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,2,on,True,Tesla V100S-PCIE-32GB,4,1,1536,1536,0,0,156.481,9815.901,54.157,168.864,192.026,26.280642,ok,
1770004968938,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,2,on,True,Tesla V100S-PCIE-32GB,4,1,1536,1536,1,0,153.241,10023.401,52.694,157.028,193.989,23.66166,ok,
1770004970119,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,2,on,True,Tesla V100S-PCIE-32GB,4,1,1536,1536,2,0,153.397,10013.244,53.896,155.554,193.881,23.270423,ok,
1770004971300,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,2,on,True,Tesla V100S-PCIE-32GB,4,1,1536,1536,3,0,153.305,10019.224,54.069,155.984,191.521,22.833456,ok,
1770004972471,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,2,on,True,Tesla V100S-PCIE-32GB,4,1,1536,1536,4,0,153.498,10006.618,54.429,155.248,192.094,23.411169,ok,
1770004980994,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,2,on,True,Tesla V100S-PCIE-32GB,4,1,1792,1792,0,0,180.016,9954.668,57.141,160.574,199.656,27.517382,ok,
1770004982194,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,2,on,True,Tesla V100S-PCIE-32GB,4,1,1792,1792,1,0,181.588,9868.497,53.726,160.526,195.264,27.441917,ok,
1770004983396,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,2,on,True,Tesla V100S-PCIE-32GB,4,1,1792,1792,2,0,181.973,9847.642,55.15,158.378,194.032,27.326582,ok,
1770004984592,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,2,on,True,Tesla V100S-PCIE-32GB,4,1,1792,1792,3,0,180.976,9901.857,54.172,160.434,194.237,27.445086,ok,
1770004985790,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,2,on,True,Tesla V100S-PCIE-32GB,4,1,1792,1792,4,0,181.076,9896.42,54.714,160.643,195.669,27.744676,ok,
1770004994366,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,2,on,True,Tesla V100S-PCIE-32GB,4,1,2048,2048,0,0,210.42,9732.909,52.369,163.136,192.746,31.67698,ok,
1770004995600,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,2,on,True,Tesla V100S-PCIE-32GB,4,1,2048,2048,1,0,208.593,9818.157,55.482,167.486,204.89,34.725685,ok,
1770004996835,/root/autodl-tmp/jina_resource_matrix/models/jina-embeddings-v3,2,on,True,Tesla V100S-PCIE-32GB,4,1,2048,2048,2,0,207.921,9849.916,54.152,166.761,202.076,32.882094,ok,
